a_name,b_name,count
ARMEDCONFLICT,EPU_POLICY_GOVERNMENT,10129336
CRISISLEX_CRISISLEXREC,UNGP_FORESTS_RIVERS_OCEANS,10108862
MEDIA_MSM,USPEC_POLITICS_GENERAL1,10070403
ARMEDCONFLICT,CRISISLEX_CRISISLEXREC,9935262
EPU_POLICY_GOVERNMENT,WB_840_JUSTICE,9907258
EPU_POLICY_GOVERNMENT,WB_2433_CONFLICT_AND_VIOLENCE,9829288
EPU_POLICY_LAW,GENERAL_GOVERNMENT,9816541
EPU_CATS_MIGRATION_FEAR_FEAR,GENERAL_GOVERNMENT,9808858
EPU_ECONOMY,EPU_POLICY_GOVERNMENT,9797091
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_694_BROADCAST_AND_MEDIA,9701844
WB_678_DIGITAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,9687507
EDUCATION,EPU_POLICY_GOVERNMENT,9647323
GENERAL_GOVERNMENT,TERROR,9644863
GENERAL_GOVERNMENT,WB_470_EDUCATION,9641218
CRISISLEX_C07_SAFETY,WB_696_PUBLIC_SECTOR_MANAGEMENT,9585655
CRISISLEX_CRISISLEXREC,KILL,9519428
ARMEDCONFLICT,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,9471768
ARMEDCONFLICT,USPEC_POLITICS_GENERAL1,9446483
EPU_POLICY_GOVERNMENT,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,9419722
ELECTION,GENERAL_GOVERNMENT,9380396
EPU_POLICY_POLICY,GENERAL_GOVERNMENT,9320465
CRISISLEX_CRISISLEXREC,WB_2433_CONFLICT_AND_VIOLENCE,9308423
EPU_POLICY_GOVERNMENT,LEGISLATION,9274347
