a_name,b_name,count
UNGP_FORESTS_RIVERS_OCEANS,WB_2433_CONFLICT_AND_VIOLENCE,11168446
USPEC_POLICY1,WB_2433_CONFLICT_AND_VIOLENCE,11061026
ARMEDCONFLICT,TERROR,10998756
CRISISLEX_C07_SAFETY,GENERAL_GOVERNMENT,10955322
MEDIA_MSM,WB_2433_CONFLICT_AND_VIOLENCE,10952844
WB_2433_CONFLICT_AND_VIOLENCE,WB_840_JUSTICE,10935074
GENERAL_HEALTH,MEDICAL,10903048
GENERAL_GOVERNMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,10868550
CRISISLEX_C07_SAFETY,LEADER,10853945
CRISISLEX_CRISISLEXREC,SECURITY_SERVICES,10817065
EPU_CATS_NATIONAL_SECURITY,WB_2433_CONFLICT_AND_VIOLENCE,10733961
WB_1014_CRIMINAL_JUSTICE,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,10656605
LEADER,WB_696_PUBLIC_SECTOR_MANAGEMENT,10649756
CRISISLEX_CRISISLEXREC,CRISISLEX_T03_DEAD,10620835
CRISISLEX_CRISISLEXREC,TERROR,10610545
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_678_DIGITAL_GOVERNMENT,10549608
CRISISLEX_C07_SAFETY,KILL,10346663
TAX_FNCACT_MINISTER,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,10310129
CRISISLEX_C03_WELLBEING_HEALTH,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,10245365
ARMEDCONFLICT,USPEC_POLITICS_GENERAL1,10215663
