a_name,b_name,count
MANMADE_DISASTER_IMPLIED,SECURITY_SERVICES,14827567
CRISISLEX_C07_SAFETY,CRISISLEX_T02_INJURED,14726685
CRISISLEX_C07_SAFETY,WB_678_DIGITAL_GOVERNMENT,14606930
CRISISLEX_CRISISLEXREC,CRISISLEX_T03_DEAD,14570251
TAX_FNCACT_POLICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,14514131
GENERAL_HEALTH,MEDICAL,14492499
LEADER,USPEC_POLITICS_GENERAL1,14490981
CRISISLEX_C07_SAFETY,WB_832_ANTI_CORRUPTION,14219810
CRISISLEX_C07_SAFETY,EPU_CATS_MIGRATION_FEAR_FEAR,14069269
SECURITY_SERVICES,WB_840_JUSTICE,13955659
MANMADE_DISASTER_IMPLIED,TAX_FNCACT_POLICE,13823849
CRISISLEX_CRISISLEXREC,USPEC_POLITICS_GENERAL1,13819645
CRISISLEX_C07_SAFETY,EPU_POLICY_GOVERNMENT,13801987
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,13743986
KILL,SECURITY_SERVICES,13715982
CRISISLEX_CRISISLEXREC,WB_2433_CONFLICT_AND_VIOLENCE,13690185
CRISISLEX_CRISISLEXREC,CRISISLEX_T02_INJURED,13665028
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_696_PUBLIC_SECTOR_MANAGEMENT,13642797
CRISISLEX_C07_SAFETY,EDUCATION,13482122
CRISISLEX_CRISISLEXREC,SOC_GENERALCRIME,13481114
CRISISLEX_C07_SAFETY,TERROR,13383084
ARMEDCONFLICT,CRISISLEX_CRISISLEXREC,13331570
CRISISLEX_C07_SAFETY,EPU_ECONOMY_HISTORIC,13304306
CRISISLEX_CRISISLEXREC,LEADER,13270248
CRISISLEX_C07_SAFETY,LEGISLATION,13229006
TAX_FNCACT_POLICE,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,13189465
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_678_DIGITAL_GOVERNMENT,13023653
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_832_ANTI_CORRUPTION,12981913
SECURITY_SERVICES,SOC_GENERALCRIME,12981127
ARREST,CRISISLEX_CRISISLEXREC,12966182
CRISISLEX_CRISISLEXREC,GENERAL_GOVERNMENT,12877509
CRISISLEX_C07_SAFETY,WB_2024_ANTI_CORRUPTION_AUTHORITIES,12856545
WB_831_GOVERNANCE,WB_832_ANTI_CORRUPTION,12609150
KILL,TAX_FNCACT_POLICE,12595102
EPU_POLICY_GOVERNMENT,GENERAL_GOVERNMENT,12464141
CRISISLEX_CRISISLEXREC,GENERAL_HEALTH,12400231
TAX_FNCACT_POLICE,WB_840_JUSTICE,12374297
CRISISLEX_C07_SAFETY,TAX_FNCACT_PRESIDENT,12368591
KILL,MANMADE_DISASTER_IMPLIED,12293043
SOC_GENERALCRIME,TAX_FNCACT_POLICE,12252193
CRISISLEX_CRISISLEXREC,WB_1014_CRIMINAL_JUSTICE,12230836
CRISISLEX_C07_SAFETY,WB_135_TRANSPORT,12118114
CRISISLEX_C03_WELLBEING_HEALTH,CRISISLEX_CRISISLEXREC,12078800
CRISISLEX_C07_SAFETY,WB_694_BROADCAST_AND_MEDIA,12009462
ARREST,SECURITY_SERVICES,11997322
CRISISLEX_CRISISLEXREC,MEDICAL,11866049
SECURITY_SERVICES,WB_1014_CRIMINAL_JUSTICE,11811684
ARREST,SOC_GENERALCRIME,11798320
AFFECT,CRISISLEX_C07_SAFETY,11761081
WB_2024_ANTI_CORRUPTION_AUTHORITIES,WB_696_PUBLIC_SECTOR_MANAGEMENT,11740389
ARMEDCONFLICT,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,11724587
CRISISLEX_C07_SAFETY,WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,11667944
CRISISLEX_CRISISLEXREC,MEDIA_MSM,11652220
CRISISLEX_CRISISLEXREC,WB_621_HEALTH_NUTRITION_AND_POPULATION,11463855
USPEC_POLITICS_GENERAL1,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,11458266
WB_2024_ANTI_CORRUPTION_AUTHORITIES,WB_831_GOVERNANCE,11404430
SECURITY_SERVICES,WB_2433_CONFLICT_AND_VIOLENCE,11404426
WB_2024_ANTI_CORRUPTION_AUTHORITIES,WB_832_ANTI_CORRUPTION,11385654
