a_name,b_name,count
CRISISLEX_CRISISLEXREC,WB_696_PUBLIC_SECTOR_MANAGEMENT,13152812
GENERAL_GOVERNMENT,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,13140117
CRISISLEX_CRISISLEXREC,USPEC_POLICY1,12810509
TAX_FNCACT_PRESIDENT,UNGP_FORESTS_RIVERS_OCEANS,12762160
ARMEDCONFLICT,LEADER,12690274
EPU_ECONOMY_HISTORIC,USPEC_POLICY1,12565217
CRISISLEX_C07_SAFETY,TAX_FNCACT_PRESIDENT,12345439
EPU_POLICY_GOVERNMENT,TAX_FNCACT_PRESIDENT,12295354
USPEC_POLICY1,WB_696_PUBLIC_SECTOR_MANAGEMENT,12255095
EPU_ECONOMY,USPEC_POLITICS_GENERAL1,12178459
EDUCATION,LEADER,12079801
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_694_BROADCAST_AND_MEDIA,12017731
WB_678_DIGITAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,11999814
GENERAL_GOVERNMENT,UNGP_FORESTS_RIVERS_OCEANS,11988392
LEADER,WB_2433_CONFLICT_AND_VIOLENCE,11985133
LEADER,MANMADE_DISASTER_IMPLIED,11934662
CRISISLEX_C07_SAFETY,GENERAL_GOVERNMENT,11737965
LEADER,WB_840_JUSTICE,11728947
USPEC_POLITICS_GENERAL1,WB_2670_JOBS,11722709
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_696_PUBLIC_SECTOR_MANAGEMENT,11691459
LEADER,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,11602379
GENERAL_HEALTH,MEDICAL,11588932
EPU_ECONOMY_HISTORIC,TAX_FNCACT_PRESIDENT,11584044
TAX_ECON_PRICE,USPEC_POLITICS_GENERAL1,11497033
EPU_POLICY_LAW,USPEC_POLITICS_GENERAL1,11434462
UNGP_FORESTS_RIVERS_OCEANS,USPEC_POLICY1,11355466
MEDIA_MSM,TAX_FNCACT_PRESIDENT,11328412
CRISISLEX_C07_SAFETY,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,11257494
EPU_POLICY_POLITICAL,USPEC_POLITICS_GENERAL1,11118449
EPU_POLICY_GOVERNMENT,USPEC_POLICY1,11110575
CRISISLEX_CRISISLEXREC,MANMADE_DISASTER_IMPLIED,11087989
LEADER,WB_678_DIGITAL_GOVERNMENT,11082181
AFFECT,USPEC_POLITICS_GENERAL1,11054381
EPU_CATS_MIGRATION_FEAR_FEAR,USPEC_POLITICS_GENERAL1,11016763
CRISISLEX_CRISISLEXREC,UNGP_FORESTS_RIVERS_OCEANS,11015178
LEADER,LEGISLATION,10998139
CRISISLEX_T11_UPDATESSYMPATHY,USPEC_POLITICS_GENERAL1,10965615
EPU_ECONOMY,EPU_ECONOMY_HISTORIC,10936917
EPU_ECONOMY_HISTORIC,GENERAL_GOVERNMENT,10849542
CRISISLEX_C07_SAFETY,WB_696_PUBLIC_SECTOR_MANAGEMENT,10736727
SECURITY_SERVICES,USPEC_POLITICS_GENERAL1,10670390
TRIAL,USPEC_POLITICS_GENERAL1,10669683
CRISISLEX_CRISISLEXREC,EPU_POLICY_GOVERNMENT,10653316
ARMEDCONFLICT,CRISISLEX_CRISISLEXREC,10565956
EPU_POLICY_POLICY,USPEC_POLITICS_GENERAL1,10537861
ELECTION,LEADER,10466902
TERROR,USPEC_POLITICS_GENERAL1,10439278
