a_name,b_name,count
USPEC_POLITICS_GENERAL1,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,439090
CRISISLEX_CRISISLEXREC,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,433393
EPU_POLICY_POLICY,USPEC_POLITICS_GENERAL1,424579
TAX_ETHNICITY_UKRAINIAN,USPEC_POLICY1,422653
TAX_WORLDLANGUAGES_UKRAINIAN,USPEC_POLICY1,422637
TAX_ETHNICITY_UKRAINIAN,TAX_WORLDLANGUAGES_UKRAINIAN,422578
USPEC_POLICY1,WB_135_TRANSPORT,420837
CRISISLEX_CRISISLEXREC,MEDIA_MSM,413652
CRISISLEX_C07_SAFETY,WB_696_PUBLIC_SECTOR_MANAGEMENT,408951
LEADER,MEDIA_MSM,403276
USPEC_POLICY1,WB_694_BROADCAST_AND_MEDIA,403006
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_694_BROADCAST_AND_MEDIA,403006
WB_678_DIGITAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,403006
CRISISLEX_CRISISLEXREC,MANMADE_DISASTER_IMPLIED,401871
EPU_POLICY_POLICY,LEADER,400363
EPU_ECONOMY_HISTORIC,UNGP_FORESTS_RIVERS_OCEANS,399136
EDUCATION,USPEC_POLICY1,391596
CRISISLEX_CRISISLEXREC,LEGISLATION,389377
EPU_ECONOMY_HISTORIC,WB_696_PUBLIC_SECTOR_MANAGEMENT,386250
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_696_PUBLIC_SECTOR_MANAGEMENT,385420
GENERAL_HEALTH,USPEC_POLICY1,385154
CRISISLEX_C07_SAFETY,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,384935
LEADER,WB_696_PUBLIC_SECTOR_MANAGEMENT,382351
TRIAL,USPEC_POLICY1,381214
LEADER,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,380844
CRISISLEX_C07_SAFETY,LEADER,376743
CRISISLEX_CRISISLEXREC,TAX_WORLDLANGUAGES_RUSSIAN,376725
CRISISLEX_CRISISLEXREC,TAX_ETHNICITY_RUSSIAN,376718
USPEC_POLITICS_GENERAL1,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,375156
EPU_ECONOMY,USPEC_POLITICS_GENERAL1,374958
EPU_ECONOMY_HISTORIC,EPU_POLICY_POLICY,374464
LEGISLATION,WB_696_PUBLIC_SECTOR_MANAGEMENT,368083
MEDICAL,USPEC_POLICY1,362971
USPEC_POLITICS_GENERAL1,WB_678_DIGITAL_GOVERNMENT,362952
GENERAL_GOVERNMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,362836
EPU_ECONOMY,LEADER,361885
CRISISLEX_C07_SAFETY,EPU_ECONOMY_HISTORIC,361401
EPU_ECONOMY_HISTORIC,MEDIA_MSM,361181
LEADER,TAX_FNCACT_MINISTER,360040
LEADER,TAX_ETHNICITY_RUSSIAN,358793
LEADER,TAX_WORLDLANGUAGES_RUSSIAN,358777
CRISISLEX_CRISISLEXREC,KILL,358752
EPU_ECONOMY_HISTORIC,TAX_WORLDLANGUAGES_RUSSIAN,358684
EPU_ECONOMY_HISTORIC,TAX_ETHNICITY_RUSSIAN,358640
