a_name,b_name,count
CRISISLEX_CRISISLEXREC,MEDIA_MSM,447850
TAX_WORLDLANGUAGES_RUSSIA,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,443209
GENERAL_GOVERNMENT,WB_678_DIGITAL_GOVERNMENT,442067
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_694_BROADCAST_AND_MEDIA,435922
LEADER,USPEC_POLITICS_GENERAL1,433187
ARMEDCONFLICT,WB_678_DIGITAL_GOVERNMENT,431009
EPU_ECONOMY_HISTORIC,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,426603
TAX_WORLDLANGUAGES_RUSSIA,WB_678_DIGITAL_GOVERNMENT,422626
TAX_WORLDLANGUAGES_RUSSIAN,WB_694_BROADCAST_AND_MEDIA,421381
TAX_ETHNICITY_RUSSIAN,WB_694_BROADCAST_AND_MEDIA,421368
KILL,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,420429
LEGISLATION,WB_694_BROADCAST_AND_MEDIA,412924
CRISISLEX_C07_SAFETY,CRISISLEX_CRISISLEXREC,407638
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_840_JUSTICE,404122
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_840_JUSTICE,404122
USPEC_POLICY1,WB_694_BROADCAST_AND_MEDIA,403006
KILL,WB_678_DIGITAL_GOVERNMENT,402757
MANMADE_DISASTER_IMPLIED,WB_694_BROADCAST_AND_MEDIA,401556
EPU_ECONOMY_HISTORIC,WB_678_DIGITAL_GOVERNMENT,395390
GENERAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,393876
WB_678_DIGITAL_GOVERNMENT,WB_840_JUSTICE,388954
ARMEDCONFLICT,WB_694_BROADCAST_AND_MEDIA,387237
MEDIA_MSM,USPEC_POLITICS_GENERAL1,386871
UNGP_FORESTS_RIVERS_OCEANS,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,379600
TAX_WORLDLANGUAGES_RUSSIA,WB_694_BROADCAST_AND_MEDIA,377280
USPEC_POLICY1,USPEC_POLITICS_GENERAL1,375156
TAX_FNCACT_PRESIDENT,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,373349
LEADER,TAX_FNCACT_PRESIDENT,373341
TAX_FNCACT_PRESIDENT,USPEC_POLITICS_GENERAL1,373285
CRISISLEX_C07_SAFETY,MEDIA_MSM,361223
EPU_POLICY_LAW,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,360508
EPU_POLICY_LAW,LEGISLATION,360468
KILL,WB_694_BROADCAST_AND_MEDIA,360352
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_2433_CONFLICT_AND_VIOLENCE,359555
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_2433_CONFLICT_AND_VIOLENCE,359553
CRISISLEX_CRISISLEXREC,MANMADE_DISASTER_IMPLIED,357894
TAX_FNCACT_PRESIDENT,WB_678_DIGITAL_GOVERNMENT,357089
CRISISLEX_CRISISLEXREC,WB_696_PUBLIC_SECTOR_MANAGEMENT,353736
CRISISLEX_CRISISLEXREC,USPEC_POLITICS_GENERAL1,351458
UNGP_FORESTS_RIVERS_OCEANS,WB_678_DIGITAL_GOVERNMENT,351386
TAX_WORLDLANGUAGES_RUSSIAN,USPEC_POLITICS_GENERAL1,349464
TAX_ETHNICITY_RUSSIAN,USPEC_POLITICS_GENERAL1,349457
EPU_POLICY_LAW,WB_678_DIGITAL_GOVERNMENT,348740
WB_694_BROADCAST_AND_MEDIA,WB_840_JUSTICE,347228
SECURITY_SERVICES,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,346598
WB_2433_CONFLICT_AND_VIOLENCE,WB_678_DIGITAL_GOVERNMENT,343834
EPU_ECONOMY_HISTORIC,WB_694_BROADCAST_AND_MEDIA,343414
LEADER,MEDIA_MSM,342093
SECURITY_SERVICES,WB_678_DIGITAL_GOVERNMENT,336781
CRISISLEX_CRISISLEXREC,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,332602
LEGISLATION,USPEC_POLITICS_GENERAL1,330008
CRISISLEX_CRISISLEXREC,KILL,326152
CRISISLEX_C07_SAFETY,WB_696_PUBLIC_SECTOR_MANAGEMENT,324882
CRISISLEX_C07_SAFETY,SECURITY_SERVICES,323795
TAX_FNCACT_PRESIDENT,WB_694_BROADCAST_AND_MEDIA,323292
MEDIA_MSM,TAX_WORLDLANGUAGES_RUSSIAN,321449
MEDIA_MSM,TAX_ETHNICITY_RUSSIAN,321439
MEDIA_MSM,WB_696_PUBLIC_SECTOR_MANAGEMENT,321235
WB_1014_CRIMINAL_JUSTICE,WB_840_JUSTICE,320753
WB_1014_CRIMINAL_JUSTICE,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,320753
WB_1014_CRIMINAL_JUSTICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,320753
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_135_TRANSPORT,319038
MEDIA_MSM,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,318431
ARMEDCONFLICT,CRISISLEX_CRISISLEXREC,315960
