a_name,b_name,count
CRISISLEX_C07_SAFETY,WB_832_ANTI_CORRUPTION,727261
CRISISLEX_CRISISLEXREC,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,725197
USPEC_POLITICS_GENERAL1,WB_840_JUSTICE,723332
CRISISLEX_C07_SAFETY,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,719965
GENERAL_GOVERNMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,719316
ARMEDCONFLICT,WB_696_PUBLIC_SECTOR_MANAGEMENT,709610
EPU_ECONOMY_HISTORIC,WB_696_PUBLIC_SECTOR_MANAGEMENT,699273
CRISISLEX_CRISISLEXREC,WB_831_GOVERNANCE,699264
TRIAL,WB_696_PUBLIC_SECTOR_MANAGEMENT,693977
CRISISLEX_CRISISLEXREC,WB_832_ANTI_CORRUPTION,675507
TAX_WORLDLANGUAGES_RUSSIA,WB_696_PUBLIC_SECTOR_MANAGEMENT,667734
LEGISLATION,WB_1014_CRIMINAL_JUSTICE,661904
WB_1014_CRIMINAL_JUSTICE,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,660188
WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,656880
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,656880
MEDIA_MSM,WB_840_JUSTICE,655600
LEADER,USPEC_POLITICS_GENERAL1,654330
WB_2433_CONFLICT_AND_VIOLENCE,WB_696_PUBLIC_SECTOR_MANAGEMENT,652600
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_2433_CONFLICT_AND_VIOLENCE,652600
CRISISLEX_C07_SAFETY,WB_2024_ANTI_CORRUPTION_AUTHORITIES,645705
TAX_WORLDLANGUAGES_RUSSIAN,WB_696_PUBLIC_SECTOR_MANAGEMENT,643516
TAX_ETHNICITY_RUSSIAN,WB_696_PUBLIC_SECTOR_MANAGEMENT,643502
TAX_ETHNICITY_RUSSIAN,TAX_WORLDLANGUAGES_RUSSIAN,643434
CRISISLEX_CRISISLEXREC,KILL,641015
CRISISLEX_CRISISLEXREC,MANMADE_DISASTER_IMPLIED,636325
CRISISLEX_C07_SAFETY,LEGISLATION,631794
KILL,WB_840_JUSTICE,630349
EPU_POLICY_LAW,WB_840_JUSTICE,630124
MANMADE_DISASTER_IMPLIED,WB_840_JUSTICE,618836
WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,WB_840_JUSTICE,611652
CRISISLEX_CRISISLEXREC,EPU_POLICY_LAW,609718
CRISISLEX_CRISISLEXREC,USPEC_POLITICS_GENERAL1,606896
CRISISLEX_CRISISLEXREC,WB_2024_ANTI_CORRUPTION_AUTHORITIES,605885
TAX_FNCACT_POLICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,603211
CRISISLEX_C07_SAFETY,TAX_FNCACT_POLICE,603156
SECURITY_SERVICES,TAX_FNCACT_POLICE,603062
ARREST,WB_696_PUBLIC_SECTOR_MANAGEMENT,598856
LEADER,WB_840_JUSTICE,596141
TAX_FNCACT_CRIMINAL,WB_696_PUBLIC_SECTOR_MANAGEMENT,595258
LEGISLATION,SECURITY_SERVICES,583037
SOC_GENERALCRIME,WB_696_PUBLIC_SECTOR_MANAGEMENT,574436
TRIAL,WB_840_JUSTICE,571961
CRISISLEX_CRISISLEXREC,MEDIA_MSM,570145
ARMEDCONFLICT,WB_840_JUSTICE,569686
CRISISLEX_C07_SAFETY,WB_2025_INVESTIGATION,569035
TAX_FNCACT_PRESIDENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,559566
LEADER,TAX_FNCACT_PRESIDENT,559546
TAX_FNCACT_PRESIDENT,USPEC_POLITICS_GENERAL1,559270
UNGP_FORESTS_RIVERS_OCEANS,WB_696_PUBLIC_SECTOR_MANAGEMENT,558604
CRISISLEX_C07_SAFETY,USPEC_POLITICS_GENERAL1,553849
EPU_POLICY_LAW,WB_1014_CRIMINAL_JUSTICE,548343
WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,546082
KILL,WB_1014_CRIMINAL_JUSTICE,545339
